id,year,Company,Name,Exchange,Financial_Distress,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25
173,2011,GTT,Thu?n Th?o Group,UPCOM,1,0,1.01,1.03,1.31,0.36,1.81,0.58,0.62,0.2,2.13,0.68,0,2731.17,103.94,104.51,0.6,0.52,0.6,269.72,-14.89,1078.45,2.08,5.53,6.88,26
174,2012,GTT,Thu?n Th?o Group,UPCOM,1,0.01,1.25,1.27,1.31,0.36,1.86,0.54,0.89,0.26,2.47,0.71,0,1508.52,103.94,104.51,1.08,0.93,1.08,487.23,-23.96,1317.95,2.5,6.97,8.73,27
175,2013,GTT,Thu?n Th?o Group,UPCOM,1,0.58,0.81,0.81,0.91,0.26,1.7,0.49,1.53,0.44,2.49,0.71,0,0,103.94,104.51,0.69,1.09,0.69,308.87,-49.17,1073.01,3.77,7.65,10.57,16
176,2014,GTT,Thu?n Th?o Group,UPCOM,1,0.47,0.62,0.63,1.31,0.24,2.91,0.51,3.24,0.57,4.69,0.82,0,0,-0.54,-0.54,0.38,0.45,0.38,100.06,-23.85,868.52,3.92,-27.57,-9.16,-4.29
177,2010,HDO,H?ng ??o Container,UPCOM,1,0.21,0.74,0.98,0.15,0.04,1.34,0.39,2.26,0.66,2.41,0.71,0,1744.19,8.3,8.3,2.15,1.07,2.98,166.84,1.42,215.09,1.38,5.59,8.17,2337
178,2011,HDO,H?ng ??o Container,UPCOM,1,0.07,0.52,1.12,0.15,0.05,1.25,0.46,1.58,0.58,1.73,0.63,0,1716.76,13.65,13.65,1.17,0.69,1.26,122.09,-0.82,241.29,1.37,5.61,7.93,960
179,2012,HDO,H?ng ??o Container,UPCOM,1,0.07,0.44,1.07,0.06,0.02,1.33,0.46,1.8,0.63,1.86,0.65,0,0,103.94,104.51,0.46,0.35,0.49,47.53,-12.33,173.43,1.26,4.22,7.15,39
180,2013,HDO,H?ng ??o Container,UPCOM,1,0.08,0.48,1.18,0.05,0.02,0.84,0.36,1.3,0.55,1.35,0.57,0,0,-3.08,-3.08,0.51,0.4,0.58,74.1,2.26,180.24,0.97,9.78,-64,-1625
181,2014,HDO,H?ng ??o Container,UPCOM,1,0.04,0.33,1.32,0.2,0.07,0.98,0.34,1.69,0.59,1.89,0.65,0,0,-1.29,-1.29,0.35,0.24,0.41,40.01,1.3,143.3,0.85,-30.33,-8.98,-2093
182,2017,HDO,H?ng ??o Container,UPCOM,1,0.03,0.29,0.47,0,0,0.41,0.13,2.16,0.68,2.18,0.69,3.18,0,-0.28,-0.28,0.26,0.49,0.27,13.46,0.11,32.8,1.2,-1.19,-1.6,-2351.18
183,2018,HDO,H?ng ??o Container,UPCOM,1,0.58,0.72,0.87,1.31,0.32,1.55,0.33,2.18,0.47,3.68,0.79,4.68,0,-0.19,-0.19,0.26,0.21,0.21,5.05,-0.58,4.44,0.04,-0.06,-0.05,-1575
184,2011,HFX,XNK Thanh Hà,UPCOM,1,0.04,0.17,0.29,0,0.01,0,0.59,0.09,0.78,0.11,0.86,0,0,-0.03,-0.03,0.26,0.04,0.18,2.54,0,128.25,1.16,-2.51,-2.36,-2351.18
185,2012,HFX,XNK Thanh Hà,UPCOM,1,0.04,0.17,0.29,0,0.01,0,0.59,0.09,0.78,0.11,0.86,0,0,-0.04,-0.04,0.26,0.04,0.18,2.79,0.1,128.5,1.16,-2.51,-2.37,-2351.18
190,2011,HLY,G?m Xây D?ng Yên H?ng,UPCOM,1,0.05,0.27,0.89,0.29,0.11,0.79,0.31,1.23,0.48,1.55,0.61,0,1875,5.35,5.35,0.77,0.21,0.79,16.1,3.54,31.36,0.41,5.22,5.85,3009
191,2012,HLY,G?m Xây D?ng Yên H?ng,UPCOM,1,0.02,0.19,0.75,0.36,0.11,1.43,0.45,1.79,0.57,2.15,0.68,0,0,-4.22,-4.19,1.04,0.33,1.06,16.8,-3.04,39.32,0.77,19.98,-52.14,-2351.18
192,2013,HLY,G?m Xây D?ng Yên H?ng,UPCOM,1,0.04,0.15,0.66,0.12,0.04,1.19,0.44,1.61,0.59,1.73,0.63,0,15.75,103.94,104.51,0.62,0.19,0.62,10.9,4.07,30.78,0.53,7.21,12.92,21
194,2017,HLY,G?m Xây D?ng Yên H?ng,UPCOM,1,0.09,0.23,0.68,0.33,0.12,1.42,0.5,1.48,0.53,1.81,0.64,2.81,0.21,15.92,15.92,0.72,0.27,0.72,15.5,-6.5,41.59,0.73,7.95,15.14,974
195,2018,HLY,G?m Xây D?ng Yên H?ng,UPCOM,1,0.03,0.11,0.39,0.45,0.11,2.33,0.59,2.47,0.63,2.92,0.74,3.92,0,-2.61,-2.61,1.36,0.43,1.36,18.3,39.39,47.19,1.1,-30.33,-10.72,-2351.18
196,2019,HLY,G?m Xây D?ng Yên H?ng,UPCOM,1,0,0.07,0.39,0.22,0.06,1.79,0.51,2.29,0.65,2.52,0.72,3.52,0.27,103.94,104.51,2.9,0.94,2.98,48,8.03,77.36,1.51,11.89,25.68,136
197,2010,HSI,Phân bón Hóa sinh,UPCOM,1,0.02,0.52,1.15,0,0,2.01,0.49,3.13,0.76,3.14,0.76,0,1744.96,4.33,4.33,0.58,0.1,0.58,85.02,0.73,369.48,0.43,4.9,5.46,1987
198,2011,HSI,Phân bón Hóa sinh,UPCOM,1,0.03,0.35,1.06,0,0,3.01,0.58,4.61,0.78,4.61,0.82,0,1851.18,3.98,3.98,0.54,0.08,0.54,79.08,-0.6,536.99,0.54,6.34,7.01,2.01
199,2012,HSI,Phân bón Hóa sinh,UPCOM,1,0.01,0.34,0.99,0,0,3.01,0.59,4.94,0.78,5.31,0.84,0,0,-4.22,-4.19,0.42,0.05,0.41,54.37,-3.38,565.72,0.53,7.66,8.73,-192
200,2013,HSI,Phân bón Hóa sinh,UPCOM,1,0.01,0.33,0.83,0,0,3.01,0.59,4.94,0.78,5.98,0.86,0,758.68,-0.51,-0.51,0.71,0.07,0.67,38.55,0.3,431.48,0.83,-17.34,-16.55,-2351.18
201,2014,HSI,Phân bón Hóa sinh,UPCOM,1,0.01,0.34,0.71,0,0,3.01,0.59,4.94,0.78,5.98,0.86,0,0,-0.39,0,0.26,0.04,0.18,0,0,324.37,1.09,-30.33,-26.01,-2351.18
202,2017,HSI,Phân bón Hóa sinh,UPCOM,1,0.1,1.28,1.79,1.31,0.36,3.01,0.59,4.94,0.36,5.98,0.86,5.47,0.34,1.57,1.57,2.9,0.09,2.98,15.82,1.4,274.11,1.62,12.88,38.63,1016
203,2018,HSI,Phân bón Hóa sinh,UPCOM,1,0.07,1.4,1.97,1.31,0.36,3.01,0.59,4.94,0.35,5.98,0.86,5.47,0.29,7.41,7.41,2.9,0.05,2.98,8.9,1.37,261.46,1.49,16.91,108.48,122
204,2019,HSI,Phân bón Hóa sinh,UPCOM,1,0.03,0.52,0.74,0,0,3.01,0.59,4.94,0.78,5.98,0.86,5.47,0.06,-4.22,-4.19,2.9,0.2,2.98,37.18,4.46,281,1.54,19.54,108.48,-66
211,2018,IFC,Th?c ph?m Sài G?n,UPCOM,1,0.77,2.93,2.94,0,0,0,0,0.31,0.23,0.33,0.25,1.33,4.98,12.05,12.05,0.54,4.07,0.54,50.4,5.21,28.63,2.31,4.08,5.39,465
212,2019,IFC,Th?c ph?m Sài G?n,UPCOM,1,0.83,4.33,4.33,0,0,0,0,0.18,0.15,0.19,0.16,1.19,0,103.94,104.51,0.83,5.06,0.83,78.3,-10.89,64.73,5.73,69.17,-40.4,80
213,2010,IFS,Th?c ph?m Qu?c t?,UPCOM,1,0.02,0.1,0.48,0.83,0.18,2.47,0.55,2.64,0.59,3.49,0.78,0,0,9.93,9.93,2.9,0.45,2.98,445.86,67.91,815.25,0.81,8.33,13.23,1541
214,2011,IFS,Th?c ph?m Qu?c t?,UPCOM,1,0.08,0.13,0.4,1.24,0.15,3.01,0.59,4.94,0.72,5.98,0.86,0,0,-4.05,-4.05,2.33,0.22,2.32,195.24,-8.68,653.77,0.73,34.99,-25.46,-1655
215,2017,IFS,Th?c ph?m Qu?c t?,UPCOM,1,0.74,0.82,1.33,0,0,0.56,0.26,1.12,0.52,1.14,0.53,2.14,0.9,6.69,6.69,2.42,0.55,2.44,776.08,7.83,805.28,0.57,4.8,5.9,1332
216,2018,IFS,Th?c ph?m Qu?c t?,UPCOM,1,1.24,1.4,2.46,0,0,0,0,0.42,0.29,0.43,0.3,1.43,102.41,6.87,6.87,2.47,0.78,2.48,1237.4,6.95,1044.49,0.66,4.17,4.77,2068
217,2019,IFS,Th?c ph?m Qu?c t?,UPCOM,1,2.01,2.72,3.72,0,0,0,0,0.28,0.22,0.29,0.23,1.29,2731.17,6.43,6.43,1.99,0.88,1.99,1437.83,5.61,1044.67,0.64,3.14,3.44,2565
218,2020,IFS,Th?c ph?m Qu?c t?,UPCOM,1,2.01,4.08,5.18,0,0,0,0,0.2,0.17,0.21,0.17,1.21,2731.17,11.84,11.84,1.83,1.21,1.83,1688.36,7.14,1018.81,0.73,3.77,4.03,1636
219,2010,ILC,H?p tác L? v?i NN,UPCOM,1,0.09,0.67,0.81,1.31,0.36,2.4,0.59,0.26,0.07,2.66,0.73,0,920.46,8.4,8.4,0.37,0.31,0.37,43.18,2.03,319.65,2.31,8.12,18.86,1262
220,2011,ILC,H?p tác L? v?i NN,UPCOM,1,0.11,0.51,0.77,1.31,0.36,3.01,0.59,0.35,0.08,3.45,0.78,0,0,-0.85,-0.85,0.34,0.16,0.34,27.3,0.64,272.8,1.61,-30.33,-19.4,-2351.18
221,2012,ILC,H?p tác L? v?i NN,UPCOM,1,0.23,0.59,1,1.31,0.36,3.01,0.59,0.37,0.08,3.85,0.79,0,0,-3.74,-3.74,0.55,0.2,0.65,36.47,0,257.27,1.44,9.49,82.13,-1605
222,2018,ILC,H?p tác L? v?i NN,UPCOM,1,0.33,1.3,1.47,1.31,0.32,2.54,0.33,4.11,0.53,5.98,0.86,5.47,7.96,1.71,1.71,2.9,0.12,2.02,13.37,28.34,25.54,0.23,2.81,2.85,1286
223,2019,ILC,H?p tác L? v?i NN,UPCOM,1,0.34,1.2,1.35,1.31,0.28,1.74,0.29,3.21,0.54,4.94,0.83,5.47,2.93,103.94,104.51,2.9,0.32,2.82,27.36,5.21,38.21,0.44,11.64,12.01,32
224,2017,ITS,Th??ng m?i và DV - Vinacomin,UPCOM,1,0.05,0.63,1.06,0,0,2.6,0.52,3.99,0.78,4,0.8,5,0.06,59.6,59.6,0.26,0.04,0.21,35.45,-0.71,484.75,0.55,18,19.16,37
225,2018,ITS,Th??ng m?i và DV - Vinacomin,UPCOM,1,0.01,0.67,1.06,0,0,2.24,0.55,3.05,0.75,3.05,0.75,4.05,0.05,33.46,33.46,0.26,0.05,0.22,38.88,1.57,421.21,0.53,18.9,21.98,72
226,2019,ITS,Th??ng m?i và DV - Vinacomin,UPCOM,1,0.15,0.67,1.02,0,0,2.54,0.45,4.6,0.78,4.6,0.82,5.47,0.09,103.94,104.51,0.29,0.04,0.29,50.22,1.77,491.57,0.43,12.05,13.07,8
227,2020,ITS,Th??ng m?i và DV - Vinacomin,UPCOM,1,0.08,1.08,1.17,0,0,1.93,0.43,3.51,0.78,3.51,0.78,4.51,0.04,14.28,14.28,0.54,0.08,0.54,142.71,1.55,571.44,0.32,25.32,30.61,397
228,2016,KTL,Kim khí Th?ng Long,UPCOM,1,0.01,0.21,0.75,0.15,0.04,1.59,0.44,2.45,0.68,2.62,0.72,3.62,0.11,5.36,5.36,0.95,0.34,0.96,314.88,-28.11,769.19,0.83,12.95,33.78,3062
229,2017,KTL,Kim khí Th?ng Long,UPCOM,1,0.03,0.24,0.79,0.11,0.03,1.42,0.45,2.02,0.65,2.13,0.68,3.13,0.02,4.42,4.42,0.82,0.36,0.83,307.2,-5.27,686.46,0.8,57.91,-25.98,3617
230,2018,KTL,Kim khí Th?ng Long,UPCOM,1,0.03,0.26,0.81,0.14,0.05,1.3,0.49,1.53,0.57,1.68,0.63,2.68,0,5.86,5.86,1.03,0.47,1.04,424.32,-5.41,922.53,1.03,-30.33,-26.51,3774
231,2019,KTL,Kim khí Th?ng Long,UPCOM,1,0.03,0.3,0.74,0.15,0.06,1.32,0.48,1.58,0.58,1.74,0.64,2.74,0.01,5.68,5.68,1.28,0.55,1.29,493.44,-21.4,938.91,1.04,69.17,-27.46,4526
232,2020,KTL,Kim khí Th?ng Long,UPCOM,1,0.05,0.35,0.78,0.2,0.07,1.23,0.44,1.55,0.55,1.8,0.64,2.8,0.11,8.98,8.98,1.25,0.51,1.26,474.24,67.91,908.58,0.97,19.16,108.48,2749
233,2010,L44,LILAMA 45.4,UPCOM,1,0.03,0.59,1.1,0.13,0.02,1.92,0.37,4.11,0.78,4.25,0.81,0,2731.17,3.13,3.13,0.64,0.1,0.68,38.21,-2.21,145.99,0.38,4.73,5.69,3072
234,2011,L44,LILAMA 45.4,UPCOM,1,0.04,0.9,1.14,0.07,0.01,2.1,0.43,3.85,0.78,3.93,0.8,0,2731.17,2.62,2.62,0.5,0.09,0.53,34.63,-1.47,169.34,0.45,3.64,4.16,3317
235,2012,L44,LILAMA 45.4,UPCOM,1,0.01,0.73,1.17,0.03,0.01,2.01,0.46,3.37,0.77,3.4,0.77,0,0,7.88,7.88,0.32,0.1,0.34,21.09,3.42,151.08,0.68,4.14,4.92,673
236,2013,L44,LILAMA 45.4,UPCOM,1,0.01,0.48,1.13,0,0,2.95,0.53,4.56,0.78,4.56,0.82,0,0,13.75,13.75,0.44,0.12,0.47,26.27,-0.63,198.91,0.89,8.25,9.27,480
237,2014,L44,LILAMA 45.4,UPCOM,1,0.03,0.35,1.14,0,0,2.64,0.49,4.42,0.78,4.42,0.82,0,0,31.51,31.51,0.37,0.11,0.39,21.49,0.8,167.6,0.87,8.42,10.74,171
238,2010,LCC,Xi m?ng H?ng Phong,UPCOM,1,0.04,0.5,0.64,1.31,0.36,3.01,0.59,1.54,0.26,4.88,0.83,0,0,-3.09,-3.09,0.38,0.15,0.38,20.12,0.24,207.58,1.53,45.04,-64,-1199
239,2011,LCC,Xi m?ng H?ng Phong,UPCOM,1,0.05,0.29,0.39,1.31,0.36,3.01,0.59,2.32,0.24,5.98,0.86,0,0,-4.22,-4.19,0.26,0.11,0.21,11.68,0,366.97,3.31,46.58,108.48,-283
240,2012,LCC,Xi m?ng H?ng Phong,UPCOM,1,0.05,0.29,0.39,1.31,0.36,3.01,0.59,2.32,0.24,5.98,0.86,0,0,-4.22,-4.19,0.26,0.1,0.2,11.09,-0.43,366.39,3.3,46.5,108.48,-283
241,2010,LM3,Lilama 3,UPCOM,1,0.07,0.7,1.15,1.31,0.36,3.01,0.59,3.04,0.46,5.43,0.83,0,0,5.89,5.89,0.45,0.17,0.41,35.54,1.31,345.23,1.63,15.07,15.07,1172
242,2011,LM3,Lilama 3,UPCOM,1,0.03,0.58,0.92,1.31,0.22,3.01,0.56,4.94,0.68,5.98,0.86,0,0,10.31,10.31,0.26,0.05,0.22,17.51,-1.22,428.04,1.13,9.89,11.5,330
243,2012,LM3,Lilama 3,UPCOM,1,0.02,0.34,0.82,1.31,0.16,3.01,0.53,4.94,0.73,5.98,0.86,0,0,8.89,8.89,0.26,0.04,0.18,13.39,0.64,422.54,1.37,9.25,10.6,292
244,2013,LM3,Lilama 3,UPCOM,1,0.03,0.41,1.03,1.31,0.36,3.01,0.59,4.94,0.57,5.98,0.86,0,0,-0.77,-0.77,0.55,0.07,0.47,22.15,3.56,497.45,1.61,14.77,20.91,-2351.18
245,2014,LM3,Lilama 3,UPCOM,1,0.01,0.38,0.9,1.31,0.3,3.01,0.59,4.94,0.69,5.98,0.86,0,0,0,0,0.26,0.04,0.18,0,0,491.89,2.24,22.21,40.52,-2351.18
246,2010,LO5,LILAMA 5,UPCOM,1,0.07,0.81,1.08,0.9,0.23,1.96,0.51,1.93,0.5,2.85,0.74,0,0,4.11,4.11,0.42,0.18,0.42,33,40.34,174.64,0.95,4.71,6.11,1606
247,2011,LO5,LILAMA 5,UPCOM,1,0.03,0.54,0.99,0.81,0.18,2.17,0.48,2.7,0.6,3.53,0.78,0,0,10.97,10.97,0.26,0.11,0.25,18,11.34,170.95,1.04,4.35,5.47,328
248,2012,LO5,LILAMA 5,UPCOM,1,0.11,0.6,0.93,0.49,0.09,2.53,0.45,4.07,0.73,4.57,0.82,0,0,13.93,13.93,0.26,0.07,0.24,17.5,4.18,169.65,0.65,3.91,4.95,251
249,2013,LO5,LILAMA 5,UPCOM,1,0.1,0.8,1.04,0.5,0.08,2.98,0.5,4.14,0.69,4.99,0.83,0,0,79.95,79.95,0.34,0.1,0.34,24.5,-0.75,227.95,0.89,7.11,8.65,61
250,2014,LO5,LILAMA 5,UPCOM,1,0.05,0.65,1.04,0.44,0.07,2.99,0.48,4.47,0.72,5.2,0.84,0,0,47.41,47.41,0.26,0.06,0.23,17,-0.86,219.89,0.79,5.96,7.77,72
251,2017,LO5,LILAMA 5,UPCOM,1,0.01,0.61,1,0.03,0,3.01,0.47,4.94,0.78,5.96,0.86,5.47,0.12,69.3,69.3,0.32,0.08,0.32,24.2,3.07,262.67,0.84,8.42,11.12,68
252,2018,LO5,LILAMA 5,UPCOM,1,0.03,0.49,0.97,0,0,3.01,0.5,4.94,0.78,5.8,0.85,5.47,0.11,-4.22,-4.19,0.26,0.09,0.22,15.96,1.54,241.15,1.42,8.43,11.19,-654
253,2019,LO5,LILAMA 5,UPCOM,1,0.01,0.32,0.92,0,0,3.01,0.52,4.94,0.78,5.98,0.86,5.47,0.01,-0.29,-0.29,0.26,0.05,0.2,8.24,1.76,230.97,1.39,69.17,-64,-2351.18
254,2010,MEC,L?p máy Sông ?à,UPCOM,1,0.11,0.75,1.09,1.31,0.25,3.01,0.57,3.57,0.56,5.2,0.82,0,0,3.93,3.93,0.63,0.2,0.55,75.6,-2.98,463.31,1.23,7.63,9.14,2748
255,2011,MEC,L?p máy Sông ?à,UPCOM,1,0.03,0.65,1,1.31,0.25,3.01,0.5,4.41,0.59,5.98,0.84,0,0,3.8,3.8,0.38,0.11,0.32,44.1,1.15,464.79,1.17,5.13,6.03,1657
256,2012,MEC,L?p máy Sông ?à,UPCOM,1,0.05,0.76,1.03,1.31,0.23,3.01,0.45,3.87,0.55,5.76,0.82,0,0,2.72,2.72,0.26,0.11,0.21,32.9,1.19,427.87,1.48,5.76,6.98,1729
257,2013,MEC,L?p máy Sông ?à,UPCOM,1,0.03,0.65,0.98,1.31,0.22,3.01,0.4,4.51,0.58,5.98,0.84,0,0,24.27,24.27,0.46,0.28,0.37,56.7,0.9,434.32,2.1,9.83,13.19,334
258,2014,MEC,L?p máy Sông ?à,UPCOM,1,0.05,0.71,0.98,1.31,0.2,2.78,0.38,4.69,0.64,5.98,0.84,0,0,10.28,10.28,0.33,0.18,0.28,45.64,2.2,410.12,1.64,10.58,14.47,574
259,2017,MEC,L?p máy Sông ?à,UPCOM,1,0,0.71,1.03,0.97,0.14,2.68,0.4,4.75,0.71,5.72,0.85,5.47,0.11,18.67,18.67,0.26,0.14,0.18,22.55,8.27,414.82,2.49,14.09,19.57,145
260,2018,MEC,L?p máy Sông ?à,UPCOM,1,0.01,0.65,0.97,1.31,0.14,3.01,0.4,4.94,0.75,5.98,0.86,5.47,0.02,-0.36,-0.36,0.26,0.14,0.18,15.87,0.97,392,3.53,65.63,-64,-2351.18
261,2019,MEC,L?p máy Sông ?à,UPCOM,1,0.01,0.58,0.87,1.31,0.13,3.01,0.4,4.94,0.78,5.98,0.86,5.47,0.01,-0.29,-0.29,0.35,0.15,0.33,13.37,0.57,355.83,4.07,69.17,-43.73,-2351.18
262,2017,MVN,TCT Hàng h?i Vi?t Nam,UPCOM,1,0.21,0.66,0.72,0.86,0.24,1.41,0.4,1.42,0.4,2.53,0.72,3.53,0.42,22.01,22.01,2.79,1.16,1.71,4818.31,4.71,6993.74,1.92,12.12,-64,509
263,2018,MVN,TCT Hàng h?i Vi?t Nam,UPCOM,1,0.23,0.82,0.89,0.51,0.18,0.94,0.32,1.03,0.36,1.89,0.65,2.89,0.52,103.94,104.51,2.73,1.41,1.72,4818.31,7.65,6993.74,2.11,10.9,70.35,47
264,2019,MVN,TCT Hàng h?i Vi?t Nam,UPCOM,1,0.21,0.9,0.97,0.34,0.13,0.73,0.29,0.95,0.37,1.55,0.61,2.55,0.54,103.94,104.51,1.74,1.08,1.25,4818.31,5.47,6993.74,1.88,8.44,28.32,70
267,2012,NGC,Th?y s?n Ngô Quy?n,UPCOM,1,0.01,0.38,0.69,1,0.16,3.01,0.59,4.36,0.69,5.36,0.84,0,0,6.05,6.05,0.71,0.05,0.97,11.4,1.23,80.34,0.35,5.35,6.64,1569
271,2018,NGC,Th?y s?n Ngô Quy?n,UPCOM,1,0.02,0.3,0.77,0.01,0,2.37,0.54,3.38,0.77,3.39,0.77,4.39,0.15,10.26,10.26,0.64,0.09,0.76,15.64,12.81,71.89,0.4,7.99,12.92,663
272,2019,NGC,Th?y s?n Ngô Quy?n,UPCOM,1,0.01,0.21,0.55,0.04,0,3.01,0.59,4.94,0.78,5.98,0.86,5.47,0,-0.43,-0.43,0.75,0.05,1.28,6.67,1.59,58.27,0.44,-6.2,-4.53,-2351.18
273,2011,NOS,V?n t?i Bi?n và Th??ng m?i Ph??ng ?ông,UPCOM,1,0.03,0.86,0.9,0,0.36,0,0.59,0.09,0.16,0.11,0.86,0,623.06,2.54,2.91,0.26,0.07,0.18,48.75,0.09,3930.83,5.66,18.04,35.19,929
274,2012,NOS,V?n t?i Bi?n và Th??ng m?i Ph??ng ?ông,UPCOM,1,0.09,0.59,0.67,0,0.36,0,0.59,0.09,0.15,0.11,0.86,0,0,2.44,2.44,0.26,0.05,0.18,32.09,0.09,3496.73,5.03,16.05,31.3,655
280,2012,PID,Trang trí n?i th?t D?u khí,UPCOM,1,0.71,2.8,3.87,0,0,0.01,0,0.31,0.24,0.31,0.24,0,0,-4.22,-4.19,0.77,0.85,0.77,27.6,-3.62,21.81,0.67,-5.49,-4.71,-1172
281,2013,PID,Trang trí n?i th?t D?u khí,UPCOM,1,0.15,1.37,1.97,0,0,0,0,0.93,0.48,0.93,0.48,0,0,-1.52,-1.52,1.02,2.38,1.03,22,-4.71,21.08,2.28,-1.5,-1.46,-2351.18
282,2015,PID,Trang trí n?i th?t D?u khí,UPCOM,1,0.09,0.75,1.1,0.04,0.01,0.07,0.01,4.66,0.78,4.7,0.82,5.47,0,-2.27,-2.27,2.9,2.05,2.98,25.2,67.91,25.34,2.06,-2.48,-2.42,-2.78
283,2010,PSG,XL D?u khí Sài G?n,UPCOM,1,0.23,0.97,1.41,0.1,0.04,0.72,0.26,1.61,0.58,1.79,0.64,0,0,5.24,5.24,0.7,0.31,0.7,262.5,2.58,393.86,0.46,5.58,6.28,1432
284,2011,PSG,XL D?u khí Sài G?n,UPCOM,1,0.01,0.59,0.94,0.25,0.04,1.65,0.29,4.15,0.73,4.45,0.78,0,0,-1.97,-1.97,0.64,0.19,1.63,171.5,-0.93,596.84,0.65,-30.33,-18.51,-2351.18
285,2012,PSG,XL D?u khí Sài G?n,UPCOM,1,0,0.33,0.71,1.31,0.05,3.01,0.31,4.94,0.78,5.98,0.86,0,2731.17,-0.11,-0.11,1.7,0.36,0.18,28,0.36,364.98,4.73,-2.55,-2.22,-2351.18
286,2016,PTE,Xi m?ng Phú Th?,UPCOM,1,0.02,0.12,0.24,1.31,0.35,3.01,0.46,4.94,0.64,5.98,0.86,5.47,0.51,-4.22,-4.19,2.9,0.06,2.98,16.98,2.11,256.37,0.91,6.13,11.57,-105
287,2010,PVA,Xây d?ng d?u khí Ngh? An,UPCOM,1,0.35,0.82,0.89,1.31,0.29,3.01,0.4,4.94,0.59,5.98,0.86,0,0,4.09,4.09,1.38,0.49,1.02,237,0.96,762.89,1.59,5.12,6.11,5801
288,2011,PVA,Xây d?ng d?u khí Ngh? An,UPCOM,1,0.27,0.76,0.87,1.31,0.34,3.01,0.43,4.23,0.5,5.98,0.84,0,1785.68,44.31,44.31,1.01,0.47,0.77,266.52,2.66,1171.61,2.05,42.62,93.93,275
289,2012,PVA,Xây d?ng d?u khí Ngh? An,UPCOM,1,0.25,0.7,0.89,1.31,0.18,3.01,0.31,4.94,0.68,5.98,0.86,0,0,-0.6,-0.6,0.83,0.31,0.58,87.38,-1.27,539.28,1.89,-7.4,-5.64,-2351.18
290,2013,PVA,Xây d?ng d?u khí Ngh? An,UPCOM,1,0.24,0.79,1.05,0.98,0.06,2.96,0.18,4.94,0.77,5.98,0.86,0,0,-3.62,-3.62,1.33,0.54,0.69,102.68,1.86,324.8,1.69,-7.53,-7.53,-1297
291,2016,PVA,Xây d?ng d?u khí Ngh? An,UPCOM,1,0,0.78,0.95,0,0,2.15,0.1,4.94,0.74,5.98,0.86,5.47,0.58,0.36,0.36,0.39,0.19,0.36,13.11,4.8,75.01,1.1,1.62,1.89,1.69
316,2016,PVY,Ch? t?o Giàn khoan D?u khí,UPCOM,1,0.15,0.87,0.95,1.31,0.28,3.01,0.59,4.94,0.68,5.98,0.86,5.47,0,-0.37,-0.37,1.93,0.11,2.89,154.67,-0.55,888.82,0.6,-3.01,-2.64,-2351.18
317,2010,PXM,Xây l?p D?u khí Mi?n Trung,UPCOM,1,0.08,0.59,0.88,0.67,0.17,1.48,0.38,2.17,0.57,2.84,0.74,0,2731.17,4.42,4.42,0.64,0.22,0.64,105,-1.84,317.3,0.67,5.42,6.46,1584
318,2011,PXM,Xây l?p D?u khí Mi?n Trung,UPCOM,1,0.02,0.71,0.99,0.47,0.1,1.38,0.28,3.44,0.7,3.91,0.8,0,2731.17,4.19,4.19,0.61,0.1,0.61,94.5,-1.22,299.98,0.32,3.63,4.17,1502
319,2012,PXM,Xây l?p D?u khí Mi?n Trung,UPCOM,1,0.01,0.54,0.84,1.29,0.08,3.01,0.3,4.94,0.78,5.98,0.86,0,0,-0.22,-0.22,0.52,0.12,0.55,24,0.24,234.67,1.17,-5.43,-3.64,-7.31
320,2016,RTB,Cao su Tân Biên,UPCOM,1,1.44,2.42,3.01,0.35,0.24,0.35,0.24,0.09,0.05,0.43,0.3,1.43,16.57,11.53,11.53,0.99,3.01,0.62,1028.96,-10.17,1456.65,4.26,23.17,42.93,1015
321,2017,RTB,Cao su Tân Biên,UPCOM,1,0.96,1.29,1.87,0.28,0.19,0.33,0.23,0.14,0.1,0.44,0.31,1.44,1.23,4.56,4.56,0.88,2.49,0.58,1064.13,29.12,1408.37,3.29,11.13,17.43,2655
322,2018,RTB,Cao su Tân Biên,UPCOM,1,1.39,1.78,2.26,0.37,0.24,0.37,0.24,0.15,0.1,0.53,0.35,1.53,3,4.07,4.07,0.67,1.51,0.45,835.48,47.8,1808.44,3.27,19.41,49,2332
323,2020,RTB,Cao su Tân Biên,UPCOM,1,1.31,2.03,2.4,0.32,0.22,0.34,0.23,0.14,0.09,0.47,0.32,1.47,2.25,7.3,7.3,0.88,2.02,0.6,1187.26,9.69,2222.4,3.77,13.36,28.86,1.85
324,2010,S12,Sông ?à 12,UPCOM,1,0.05,0.69,1.24,1.22,0.24,1.85,0.36,2.93,0.57,4.15,0.81,0,0,4.7,4.7,0.58,0.19,0.58,40.5,1.67,168.17,0.79,5.5,8.09,1725
325,2011,S12,Sông ?à 12,UPCOM,1,0.05,0.76,1.17,1.31,0.27,2.27,0.34,3.82,0.58,5.59,0.85,0,1147.5,9.12,9.12,0.38,0.12,0.38,25,0.61,172.81,0.85,8.76,11.05,548
326,2012,S12,Sông ?à 12,UPCOM,1,0.06,0.9,1.37,1.31,0.3,2.15,0.37,3.05,0.52,4.81,0.83,0,0,19.75,19.75,0.3,0.19,0.31,20,-9.9,156.6,1.5,10.06,11.35,202
